Gender,Course1,Course1,Course,Strand Code,Strand,,,,,Salary,GWA
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,85069,89
Male      ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,125417,100
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Science in Entrepreneurship - BSENT,HUMSS,Humanities and Social Sciences (HUMSS),,,,,39735,80
Female    ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,30585,74
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,55843,75
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,83646,77
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Science in Hospitality Management - BSHM,HUMSS,Humanities and Social Sciences (HUMSS),,,,,57258,72
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,105787,94
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Secondary Education major in Mathematics - BSED MATH,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,14325,84
Male      ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Hospitality Management - BSHM,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,33070,88
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,91261,96
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Arts in Psychology - AB PSYCHOLOGY,ABM,"Accountancy, Business and Management (ABM)",,,,,93132,73
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Science in Nursing - BSN,HUMSS,Humanities and Social Sciences (HUMSS),,,,,123545,90
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,ABM,"Accountancy, Business and Management (ABM)",,,,,73422,91
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,ABM,"Accountancy, Business and Management (ABM)",,,,,117247,99
-         ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,12862,89
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Nursing - BSN,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,122128,70
Female    ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,116454,83
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,93609,70
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,127058,94
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,77901,75
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Information Technology - BSIT,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,10803,95
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Arts in Psychology - AB PSYCHOLOGY,NO CHOSEN COURSE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,121404,72
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,126670,95
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,Not in the list,HUMSS,Humanities and Social Sciences (HUMSS),,,,,98138,72
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Entrepreneurship - BSENT,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,50343,72
Female    ,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,83465,98
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Nursing - BSN,Bachelor of Science in Hospitality Management - BSHM,ABM,"Accountancy, Business and Management (ABM)",,,,,46523,88
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,64201,96
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,34963,92
Female    ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,107109,97
Male      ,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Hospitality Management - BSHM,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,20176,79
Female    ,Bachelor of Science in Hospitality Management - BSHM,NO CHOSEN COURSE,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,112039,78
Female    ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,ABM,"Accountancy, Business and Management (ABM)",,,,,45231,90
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Information Technology - BSIT,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,45172,70
Female    ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,ICT,Information and Communications Technology (ICT),,,,,29312,91
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,72162,86
Male      ,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Hospitality Management - BSHM,Undecided,ABM,"Accountancy, Business and Management (ABM)",,,,,18120,80
Female    ,NO CHOSEN COURSE,Bachelor of Science in Information Technology - BSIT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HE,Home Economics (HE),,,,,53622,73
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Elementary Education - BEED,HE,Home Economics (HE),,,,,127689,97
Male      ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HE,Home Economics (HE),,,,,44792,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Not in the list,HE,Home Economics (HE),,,,,19085,97
Female    ,Undecided,Undecided,Undecided,ABM,"Accountancy, Business and Management (ABM)",,,,,124854,97
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Mathematics - BSED MATH,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,112656,90
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Computer Science - BSCS,Not in the list,ICT,Information and Communications Technology (ICT),,,,,128684,81
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Information Technology - BSIT,ICT,Information and Communications Technology (ICT),,,,,93719,98
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,Bachelor of Science in Business Administration major in Marketing - BSBA,GA,General Academic (GA) ,,,,,111429,73
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,ICT,Information and Communications Technology (ICT),,,,,86773,77
Male      ,Bachelor of Science in Information Technology - BSIT,Not in the list,Not in the list,NO CHOSEN ,NO CHOSEN STRAND,,,,,88586,79
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Electronics and Communications Engineering - BSECE,Undecided,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,102881,77
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Not in the list,ABM,"Accountancy, Business and Management (ABM)",,,,,64640,72
Male      ,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Science in Hospitality Management - BSHM,ICT,Information and Communications Technology (ICT),,,,,18532,97
Female    ,Bachelor of Science in Information Technology - BSIT,Bachelor of Elementary Education - BEED,Bachelor of Arts in Psychology - AB PSYCHOLOGY,ICT,Information and Communications Technology (ICT),,,,,44328,77
Male      ,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Science in Accountancy - BSA,Bachelor of Science in Business Administration major in Marketing - BSBA,ABM,"Accountancy, Business and Management (ABM)",,,,,33281,75
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Electronics and Communications Engineering - BSECE,Bachelor of Arts in Psychology - AB PSYCHOLOGY,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,56438,87
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Secondary Education major in English - BSED ENGLISH,Undecided,HUMSS,Humanities and Social Sciences (HUMSS),,,,,54443,97
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Science in Entrepreneurship - BSENT,HUMSS,Humanities and Social Sciences (HUMSS),,,,,36179,86
Female    ,Bachelor of Science in Hospitality Management - BSHM,Bachelor of Science in Entrepreneurship - BSENT,Bachelor of Arts in Psychology - AB PSYCHOLOGY,HE,Home Economics (HE),,,,,31970,74
Male      ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Nursing - BSN,Bachelor of Science in Information Technology - BSIT,HUMSS,Humanities and Social Sciences (HUMSS),,,,,125158,75
Male      ,Bachelor of Science in Hospitality Management - BSHM,Not in the list,Not in the list,HE,Home Economics (HE),,,,,125221,86
Female    ,Bachelor of Science in Information Technology - BSIT,NO CHOSEN COURSE,Bachelor of Science in Computer Science - BSCS,ICT,Information and Communications Technology (ICT),,,,,120666,76
Female    ,NO CHOSEN COURSE,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,43858,78
Female    ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,HUMSS,Humanities and Social Sciences (HUMSS),,,,,115034,86
Male      ,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,Bachelor of Elementary Education - BEED,HUMSS,Humanities and Social Sciences (HUMSS),,,,,90671,94
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Science in Accountancy - BSA,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,63803,82
Female    ,Bachelor of Science in Nursing - BSN,Bachelor of Secondary Education major in Mathematics - BSED MATH,Not in the list,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,44587,92
Female    ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Electronics and Communications Engineering - BSECE,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,41606,93
Female    ,Bachelor of Arts in Psychology - AB PSYCHOLOGY,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Secondary Education major in English - BSED ENGLISH,HUMSS,Humanities and Social Sciences (HUMSS),,,,,14702,82
Female    ,Bachelor of Science in Business Administration major in Marketing - BSBA,Bachelor of Science in Entrepreneurship - BSENT,NO CHOSEN COURSE,ABM,"Accountancy, Business and Management (ABM)",,,,,15481,92
Male      ,Bachelor of Science in Computer Science - BSCS,Bachelor of Science in Information Technology - BSIT,Bachelor of Science in Nursing - BSN,STEM,"Science, Technology, Engineering and Mathematics (STEM)",,,,,127437,81
Female    ,Bachelor of Elementary Education - BEED,Bachelor of Secondary Education major in English - BSED ENGLISH,Bachelor of Secondary Education major in Filipino - BSED FILIPINO ,GA,General Academic (GA) ,,,,,119704,82
